id,title,creator,date_range_start,date_range_end,type,file,n_chars_raw,n_chars,n_words_raw,n_words,row_id,manual_label,prediction_source,prob_nb,score_nb_logit,label_nb_youden,label_nb_f1,prob_ridge,score_ridge_logit,label_ridge_youden,label_ridge_f1,prob_svm,score_svm_margin,score_svm_logit,label_svm_youden,label_svm_f1,prob_xgb,score_xgb_margin,score_xgb_logit,label_xgb_youden,label_xgb_f1,prob_lgb,score_lgb_margin,score_lgb_logit,label_lgb_youden,label_lgb_f1
IT-LAT0606,De resurrectione carnis liber,"Tertullianus, Quintus Septimius Florens",206,207,prose,lat_0210_IT-LAT0606.txt,146097,146097,22656,22656,1,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.9476958147090679,2.8969571876527085,christian,christian,0.999999999999999,79.5099170847543,34.53957599234088,christian,christian,0.9783053607847484,3.753754138946533,3.8087566618874793,christian,christian,0.9965808538735916,5.746178601506272,5.674939424956657,christian,christian
IT-LAT0733,Liber de corona militis,"Tertullianus, Quintus Septimius Florens",208,208,prose,lat_0210_IT-LAT0733.txt,1484,1484,178,178,2,NA,full_fit,0.9999999999099372,23.130513399534262,christian,christian,0.43855910459179565,-0.24701191582401674,non_christian,non_christian,0.42932228536402256,0.12254639664116407,-0.2846167427881659,non_christian,christian,0.028900616675744648,-3.469327211380005,-3.514565881420262,non_christian,non_christian,0.016230472992558715,-4.019155757295347,-4.104501124892786,non_christian,non_christian
IT-LAT0744,De exhortatione castitatis,"Tertullianus, Quintus Septimius Florens",208,209,prose,lat_0205_IT-LAT0744.txt,24210,24210,3719,3719,3,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.5646213003510241,0.25993901528837293,christian,christian,0.8703267777338537,4.848933559751552,1.9038511367219457,christian,christian,0.847066617632992,1.6854777336120605,1.711776925629533,christian,christian,0.9819077128260022,4.067675403551154,3.9940116006738897,christian,christian
IT-LAT0736,De virginibus velandis,"Tertullianus, Quintus Septimius Florens",208,209,prose,lat_0213_IT-LAT0736.txt,34967,34967,5396,5396,4,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.59577336644354,0.38788464228038605,christian,christian,0.7363299690867172,2.9551735639706416,1.0269799073365984,christian,christian,0.9842409915964763,4.074997901916504,4.134458613333538,christian,christian,0.9947825205138099,5.322361100805404,5.250509712690407,christian,christian
IT-LAT0747,Liber de fuga in persecutione,"Tertullianus, Quintus Septimius Florens",208,209,prose,lat_0213_IT-LAT0747.txt,31403,31403,4829,4829,5,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5210797464521831,0.08436899598357477,christian,christian,0.9021003128708976,6.482583425403571,2.2207823717774695,christian,christian,0.9974219341172055,5.631028652191162,5.958134424196787,christian,christian,0.9996234354109964,6.182588465952791,7.884044338791929,christian,christian
IT-LAT0755,Liber de monogamia,"Tertullianus, Quintus Septimius Florens",210,211,prose,lat_0213_IT-LAT0755.txt,41015,41015,6301,6301,6,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.6461251355433466,0.6020498328890803,christian,christian,0.9987516277261377,15.17395607605186,6.684665605012739,christian,christian,0.9718876406188672,3.4916656017303467,3.5430308864397095,christian,christian,0.9978084505219952,6.191548339103548,6.120952506690937,christian,christian
IT-LAT0788,Adversus Praxean,"Tertullianus, Quintus Septimius Florens",210,211,prose,lat_0213_IT-LAT0788.txt,86415,86415,14352,14352,7,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.7409616405383864,1.050972700039129,christian,christian,0.999999999997375,58.32703258483843,26.665935907730216,christian,christian,0.9885275475524772,4.392402172088623,4.456267787888739,christian,christian,0.9989461266251872,6.923766675350527,6.854228544739047,christian,christian
IT-LAT0471,Passio Sanctarum Perpetuae et Felicitatis,[Auctor incertus],203,213,prose,lat_0200_IT-LAT0471.txt,21258,21258,3404,3404,8,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5100931579931403,0.04037811709267384,christian,christian,0.9498568650429533,6.965253113888949,2.941429690018001,christian,christian,0.9662906113540408,3.1031739711761475,3.355688235486716,christian,christian,0.995539183897889,4.67982082956786,5.407952751923303,christian,christian
IT-LAT0746,De anima liber,"Tertullianus, Quintus Septimius Florens",210,213,prose,lat_0210_IT-LAT0746.txt,158250,158250,23868,23868,9,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.7339439010752874,1.014725411881922,christian,christian,0.9993318646785532,32.07945964528316,7.310351469304052,christian,christian,0.8696709209540826,1.7960801124572754,1.898052259123384,christian,christian,0.9913597500989744,4.339013861546767,4.74264597958193,christian,christian
IT-LAT0865,De Trinitate,Novatianus,230,250,prose,lat_0250_IT-LAT0865.txt,108088,108088,17301,17301,10,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.6347952422410297,0.552844317276254,christian,christian,0.9999984538996233,58.1502441854882,13.379773137074288,christian,christian,0.9465921624043575,2.7299487590789795,2.8749108310542115,christian,christian,0.9975057301201727,5.500265068228591,5.99126184018667,christian,christian
IT-LAT0059,De unitate ecclesiae,Cyprianus Carthaginensis,251,251,prose,lat_0251_IT-LAT0059.txt,35188,35188,5279,5279,11,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5389099926270846,0.15595529970644645,christian,christian,0.9851670733448603,18.701812233412845,4.195961760776835,christian,christian,0.9794493046269921,3.6756012439727783,3.8640957011940924,christian,christian,0.9982804085827818,5.846874203650518,6.363947492893071,christian,christian
IT-LAT0893,Curae boum,"Gargilius Martialis, Quintus",200,260,prose,lat_0260_IT-LAT0893.txt,5475,5475,880,880,12,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.428508778741511,-0.28793789726665914,non_christian,non_christian,0.45892430926986316,0.38158441511010255,-0.16467388507734124,christian,christian,0.07681171009609682,-2.4553098678588867,-2.486476107687127,non_christian,non_christian,0.019920089938949087,-3.810860859978496,-3.8959053420652205,non_christian,non_christian
IT-LAT0895,Medicina ex oleribus et pomis,"Gargilius Martialis, Quintus",200,260,prose,lat_0260_IT-LAT0895.txt,8377,8377,1205,1205,13,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.42813542842424623,-0.2894626332845347,non_christian,non_christian,0.391413118555072,-0.21600344926654105,-0.4413761105278432,non_christian,christian,0.10575239271239548,-2.1085286140441895,-2.134882258679337,non_christian,non_christian,0.022265408735961757,-3.697323482324778,-3.78220395774451,non_christian,non_christian
IT-LAT0896,Vita Alexandri Severi,"Gargilius Martialis, Quintus",200,260,prose,lat_0260_IT-LAT0896.txt,1250,1250,192,192,14,NA,full_fit,3.283503738970378e-8,-17.231769645754184,non_christian,non_christian,0.4366059499874295,-0.2549482224994429,non_christian,non_christian,0.3961800909277973,-0.1728768198838684,-0.4214071067415761,non_christian,christian,0.13450832786026348,-1.8390576839447021,-1.8616716382459304,non_christian,non_christian,0.05361673996029963,-2.7872204762619686,-2.8707862924590843,non_christian,non_christian
MQDQ-41,carmen de duobus populis,Commodianus,225,275,poetry,lat_0250.0_MQDQ-41.txt,45581,45581,7298,7298,15,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5635603626249333,0.25562437072238076,christian,christian,0.9629590750931697,14.672808265871407,3.2579875336348922,christian,christian,0.9621383694282517,3.074401378631592,3.2352200621770573,christian,christian,0.9967280697260157,5.247144198772435,5.7190978756332065,christian,christian
MQDQ-39,instructiones 1,Commodianus,225,275,poetry,lat_0250.0_MQDQ-39.txt,31700,31700,5046,5046,16,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.558729969140866,0.2360092929409494,christian,christian,0.6692153297258212,3.6078513628246047,0.704638255686523,christian,christian,0.8919521275577245,1.804440975189209,2.1108380702160923,christian,christian,0.9792014680475157,3.148557572689232,3.851855005979514,christian,christian
MQDQ-40,instructiones 2,Commodianus,225,275,poetry,lat_0250.0_MQDQ-40.txt,16303,16303,2546,2546,17,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5451578774405015,0.18112506073761392,christian,christian,0.8594887738834704,4.617825634184897,1.8110503767528683,christian,christian,0.9673771090715995,3.134537935256958,3.3895741801084496,christian,christian,0.992822474679676,4.249651282047294,4.929597210562374,christian,christian
IT-LAT0846,Acta,Acholius,220,280,prose,lat_0250_IT-LAT0846.txt,4392,4392,656,656,18,NA,full_fit,4.2072699786030014e-10,-21.58903695330673,non_christian,non_christian,0.4399085800995669,-0.2415330874039685,non_christian,non_christian,0.36599001601487546,-0.4494269873887777,-0.5494586475424241,non_christian,christian,0.13762958564692532,-1.8128684759140015,-1.8351189790329843,non_christian,non_christian,0.06207076135881105,-2.6320577800776888,-2.7153994611294574,non_christian,non_christian
MQDQ-232,eclogae,Nemesianus,275,283,poetry,lat_0250.0_MQDQ-232.txt,13680,13680,2167,2167,19,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.4441287460146811,-0.224422220955607,non_christian,non_christian,0.406959964214339,-0.9390859927692088,-0.3765470981108001,non_christian,christian,0.4637762414627053,-0.1572035700082779,-0.1451493362311986,christian,christian,0.1721491849405859,-1.5323798405424995,-1.5704715079179665,non_christian,non_christian
MQDQ-233,cynegetica,Nemesianus,283,284,poetry,lat_0250.0_MQDQ-233.txt,13652,13652,2114,2114,20,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.45772810644343226,-0.1694921705061859,non_christian,non_christian,0.21745122231024927,-2.084824565808403,-1.2805816960399745,non_christian,non_christian,0.025004126131574395,-3.4733383655548096,-3.663392382546367,non_christian,non_christian,0.007544936145771386,-4.181240111996735,-4.879305106757184,non_christian,non_christian
IT-LAT0204,Disticha Catonis,[Auctor incertus],200,300,poetry,lat_0250_IT-LAT0204.txt,13296,13296,2094,2094,21,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.4765824835487759,-0.09373864514949205,christian,christian,0.324685140656633,-0.8443554804943747,-0.7323231256390833,non_christian,non_christian,0.20982308245240314,-1.3107105493545532,-1.3259921555191896,non_christian,non_christian,0.18877200398344987,-1.3764812059630782,-1.4580091853658415,non_christian,non_christian
IT-LAT0913,Fragmentum de metriis,Censorinus,200,300,prose,lat_0250_IT-LAT0913.txt,4759,4759,632,632,22,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.438018698545288,-0.24920697769939873,non_christian,non_christian,0.3479442355867856,-0.6192408165121457,-0.6280878621428931,non_christian,non_christian,0.0368330983186356,-3.2220232486724854,-3.2638298593119908,non_christian,non_christian,0.020978740709976816,-3.758075546989145,-3.843043779796307,non_christian,non_christian
IT-LAT0914,De musica fragmentum,Censorinus,200,300,prose,lat_0250_IT-LAT0914.txt,3356,3356,459,459,23,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.4350197606611146,-0.26139929904929476,non_christian,non_christian,0.3579699109165808,-0.5244274139071556,-0.584186235173441,non_christian,non_christian,0.028744233003612753,-3.4748375415802,-3.5201526834260757,non_christian,non_christian,0.0037750810422228806,-5.488083944459526,-5.575551203728295,non_christian,non_christian
MQDQ-107,carminum fragmenta,Albinus,200,300,poetry,lat_0300.0_MQDQ-107.txt,213,213,31,31,24,NA,full_fit,4.675835973697031e-4,-7.667464714369771,non_christian,non_christian,0.4378429034684252,-0.2499211638676688,non_christian,non_christian,0.3651309659920432,-0.45742640278840263,-0.5531626318020243,non_christian,christian,0.029788211188464177,-3.438589572906494,-3.4834016691065064,non_christian,non_christian,0.03410121464423874,-3.2594780476719274,-3.3437260479378446,non_christian,non_christian
IT-LAT0621,Sententiarum receptarum libri quinque,"Paulus, Julius",250,300,prose,lat_0250_IT-LAT0621.txt,138362,138362,20763,20763,25,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.7677185151538262,1.195473216269836,christian,christian,0.9998853901217238,20.3338521879008,9.0738619430797,christian,christian,0.1850396674936643,-1.465144395828247,-1.4825692193064333,non_christian,non_christian,0.17661337487426995,-1.4578173741388971,-1.5394628450156058,non_christian,non_christian
MQDQ-234,de aucupio,Nemesianus,275,300,poetry,lat_0250.0_MQDQ-234.txt,1199,1199,182,182,26,non_christian,oof,5.858011409157786e-12,-25.863210919899075,non_christian,non_christian,0.46292032675191025,-0.14859149198914468,non_christian,non_christian,0.4250098349105352,-0.6199076412577975,-0.3022406268362031,non_christian,christian,0.08684526619619877,-2.2676775455474854,-2.352777358973401,non_christian,non_christian,0.016887448257335767,-3.8515804058844667,-4.064152972485749,non_christian,non_christian
IT-LAT0264,Adversus nationes,Arnobius,295,300,prose,lat_0300_IT-LAT0264.txt,427906,427906,66048,66048,27,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.8917644128214516,2.108891772338752,christian,christian,0.03853627458623484,-10.773591105883598,-3.216856842488609,non_christian,non_christian,0.33723223833082033,-0.6699507832527161,-0.6756528172424904,christian,christian,0.406675327769198,-0.3382209847651602,-0.3777266105221541,christian,christian
MQDQ-157,de aue Phoenice,"Lactantius, Lucius Caecilius Firmianus",303,304,poetry,lat_0300.0_MQDQ-157.txt,6851,6851,1090,1090,28,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.42223422365465163,-0.313608362888072,non_christian,non_christian,0.24585391866092565,-1.683445527802876,-1.1208485581055188,non_christian,non_christian,0.08438038372262315,-2.354498863220215,-2.3842660581145148,non_christian,non_christian,0.018316154307308475,-3.896317961315859,-3.9814858876343497,non_christian,non_christian
MQDQ-289,carminum fragmenta,Paulus Quaestor,312,312,poetry,lat_0350.0_MQDQ-289.txt,36,36,6,6,29,non_christian,oof,0.20818478024898202,-1.3359020042796959,non_christian,non_christian,0.4639821016122679,-0.14432157565694667,non_christian,non_christian,0.44314757307221964,-0.30271923405319284,-0.22839742551325407,non_christian,christian,0.0703475129863047,-2.486203908920288,-2.5813634155091085,non_christian,non_christian,0.014989846124351919,-3.964231251635333,-4.185278902780353,non_christian,non_christian
MQDQ-158,e Graecis conuersa,"Lactantius, Lucius Caecilius Firmianus",303,313,poetry,lat_0300.0_MQDQ-158.txt,46,46,9,9,30,non_christian,oof,0.5259089243644275,0.10372860422067379,non_christian,non_christian,0.4639775821643962,-0.14433974775813407,non_christian,non_christian,0.4462760517076481,-0.24830100700474816,-0.215728563712816,non_christian,christian,0.0703475129863047,-2.486203908920288,-2.5813634155091085,non_christian,non_christian,0.016796737605109704,-3.8566753252732022,-4.069631199006137,non_christian,non_christian
IT-LAT0268,De mortibus persecutorum,"Lactantius, Lucius Caecilius Firmianus",317,318,prose,lat_0318_IT-LAT0268.txt,72515,72515,10970,10970,31,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.5212046142386794,0.08486936176977211,christian,christian,0.8154885416122759,3.9429599214280913,1.4860758045763516,christian,christian,0.918290013248322,2.23651123046875,2.4193370280415993,christian,christian,0.9929504639449059,4.2659475902852595,4.9477189706783316,christian,christian
MQDQ-1,laudes Domini,laudes Domini,317,324,poetry,lat_0321_MQDQ-1.txt,6131,6131,943,943,32,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.4690393823467831,-0.12400111630376942,christian,christian,0.5254705333011558,1.2981106654999919,0.1019703984566119,christian,christian,0.9360053087988767,2.531764268875122,2.6828210183184953,christian,christian,0.9874984778070046,3.328639068208033,4.369324542978968,christian,christian
IT-LAT0665,De mirabilibus mundi,"Solinus, Caius Iulius",275,325,prose,lat_0250_IT-LAT0665.txt,232142,232142,33894,33894,33,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.3976163948112818,-0.4154067519260293,non_christian,non_christian,0.06487031780536741,-10.78313215856908,-2.6682950508809085,non_christian,non_christian,0.15369696345840897,-1.6492630243301392,-1.7058946006293605,non_christian,non_christian,0.07539656351345522,-2.4030111751206285,-2.5066032310444073,non_christian,non_christian
MQDQ-499,carmina,Tiberianus,275,325,poetry,lat_0300.0_MQDQ-499.txt,3873,3873,605,605,34,non_christian,oof,2.7178763616063703e-9,-19.723415008273605,non_christian,non_christian,0.46330049623913117,-0.14706249105180244,non_christian,non_christian,0.3253402933560283,-1.6510175903346538,-0.7293367344183344,non_christian,non_christian,0.0845227465393416,-2.1855568885803223,-2.3824248298243806,non_christian,non_christian,0.05494712170639339,-2.372082012405734,-2.8448695825462034,non_christian,non_christian
MQDQ-500,carminum fragmenta,Tiberianus,275,325,poetry,lat_0300.0_MQDQ-500.txt,162,162,26,26,35,non_christian,oof,0.725216094686407,0.9704846821744015,non_christian,non_christian,0.46396930643076983,-0.14437302344840652,non_christian,non_christian,0.43504815893965926,-0.4439802082841514,-0.2612837552853376,non_christian,christian,0.05470393830907614,-2.7425999641418457,-2.8495624660484795,non_christian,non_christian,0.015547754543846895,-3.929718052212798,-4.148169164636505,non_christian,non_christian
MQDQ-151,euangeliorum libri,Vettius Aquilinus Iuuencus,330,330,poetry,lat_0350.0_MQDQ-151.txt,134023,134023,20358,20358,36,christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.8132873585781152,1.4715137436156935,christian,christian,0.9999999878104187,38.699412082740956,18.222684226045235,christian,christian,0.8398228538846607,1.530828833580017,1.6569106153632482,christian,christian,0.9911954765268528,4.064446202350722,4.723646146216484,christian,christian
MQDQ-241,carmina,Publilius Optatianus Porfyrius,306,337,poetry,lat_0300.0_MQDQ-241.txt,33978,33978,5132,5132,37,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.28974057804865433,-0.8966443221578901,non_christian,non_christian,0.06580654217474186,-3.7220644009905612,-2.6529642865363354,non_christian,non_christian,0.8523393168278982,1.4325071573257446,1.7530677464560123,christian,christian,0.9190040500472507,1.7704206730458938,2.4288913765224573,christian,christian
IT-LAT0886,Epistulae de iure civitatis Orcistenorum,Ablabius,326,337,prose,lat_0330_IT-LAT0886.txt,3763,3763,566,566,38,NA,full_fit,0.7571630515640356,1.13718839797366,non_christian,non_christian,0.44382268348599563,-0.22566203685351757,non_christian,non_christian,0.39426156043000754,-0.19021173963298776,-0.42943372702375127,non_christian,christian,0.12248010906665442,-1.9450658559799194,-1.969150980978967,non_christian,non_christian,0.359483498581584,-0.4973485518820984,-0.5776066092607703,non_christian,non_christian
LC-11,Matheseos libri VIII,Iulius Firmicus Maternus,334,337,prose,lat_0350_LC-11.txt,366607,366607,55929,55929,39,non_christian,oof,0.999999999999999,34.53957599234088,christian,christian,0.9947581136187914,5.245818175750256,christian,christian,3.524938328195578e-5,-17.107695711759348,-10.253027274401843,non_christian,non_christian,0.5584511129189584,0.09545832872390747,0.23487833842677835,christian,christian,0.09338570558782192,-1.9047757931731777,-2.2729788170136427,non_christian,non_christian
MQDQ-166,epigramma,Ablabius,326,338,poetry,lat_0331_MQDQ-166.txt,72,72,10,10,40,non_christian,oof,0.04085096535223553,-3.156116016454991,non_christian,non_christian,0.4635870580588471,-0.1459100836278268,non_christian,non_christian,0.4006760432781537,-0.45294390027319864,-0.4026490524941299,non_christian,christian,0.047738507824625416,-2.727834939956665,-2.9931013095991337,non_christian,non_christian,0.05248890977634245,-2.4119548819275396,-2.893236736682233,non_christian,non_christian
MQDQ-580,filius ad patrem,"Ausonius, Decimus Magnus",334,350,poetry,lat_0352_MQDQ-580.txt,1640,1640,261,261,41,NA,full_fit,0.062109989546441445,-2.7147258442223574,non_christian,non_christian,0.4369494522013802,-0.25355188866990924,non_christian,non_christian,0.3594969315305118,-0.5100915435229445,-0.5775482703224996,non_christian,non_christian,0.02568760906245752,-3.5888261795043945,-3.635723244147153,non_christian,non_christian,0.00392355263921264,-5.449415078693833,-5.53682648013039,non_christian,non_christian
IT-LAT0233,Periegesis seu descriptio orbis terrarum,"Avienus, Rufius Festus",340,360,poetry,lat_0350_IT-LAT0233.txt,59687,59687,8936,8936,42,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.29544359094345957,-0.8690904727351649,non_christian,non_christian,0.21571628180742464,-4.866225870087093,-1.2908068062126288,non_christian,non_christian,0.026696018959019296,-3.456362009048462,-3.5961819980439125,non_christian,non_christian,0.003072603116045224,-5.4493731796992995,-5.7821528228759584,non_christian,non_christian
MQDQ-569,Aratea,"Avienus, Rufius Festus",340,360,poetry,lat_0350.0_MQDQ-569.txt,80184,80184,12202,12202,43,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.2784781431967704,-0.9520230954695433,non_christian,non_christian,5.088198726167737e-5,-19.67301323041904,-9.885950698597364,non_christian,non_christian,0.2808435156630501,-0.8730656504631042,-0.9402813452224621,non_christian,non_christian,0.1289795768237708,-1.9009857779215402,-1.9100113519088373,non_christian,non_christian
MQDQ-570,carmen ad Flauianum,"Avienus, Rufius Festus",340,360,poetry,lat_0350.0_MQDQ-570.txt,1366,1366,213,213,44,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.43196059038952134,-0.2738564412987059,non_christian,non_christian,0.34898270297448936,-0.6093624259237619,-0.6235138524907291,non_christian,non_christian,0.1274104465787236,-1.9005837440490723,-1.9240515507943152,non_christian,non_christian,0.03258546774103624,-3.3064448235108066,-3.390760668080722,non_christian,non_christian
MQDQ-571,carmen ad Nortiam,"Avienus, Rufius Festus",340,360,poetry,lat_0350.0_MQDQ-571.txt,307,307,46,46,45,NA,full_fit,0.15444744027404675,-1.700136484423922,non_christian,non_christian,0.4394978259040963,-0.24320035099090823,non_christian,non_christian,0.3624239608109654,-0.48268649191115964,-0.5648588580676562,non_christian,christian,0.04139672307243156,-3.102132797241211,-3.1422755803124467,non_christian,non_christian,0.030941494877149495,-3.3598338615964147,-3.4442268275370305,non_christian,non_christian
MQDQ-573,ora maritima,"Avienus, Rufius Festus",340,360,poetry,lat_0350.0_MQDQ-573.txt,25444,25444,3934,3934,46,non_christian,oof,1e-15,-34.538776394910684,non_christian,non_christian,0.23131852027741354,-1.2008810466745168,non_christian,non_christian,0.1345560373398155,-2.327676415388614,-1.8612618801229723,non_christian,non_christian,0.009522161878135498,-4.201801776885986,-4.644565580390893,non_christian,non_christian,0.005057161251607716,-4.256670350261239,-5.281879978612927,non_christian,non_christian
MQDQ-350,cento Vergilianus,Faltonia Betitia Proba,360,360,poetry,lat_0350.0_MQDQ-350.txt,30595,30595,4825,4825,47,NA,full_fit,3.73661268721309e-6,-12.497327318917087,non_christian,non_christian,0.4896899718639029,-0.041245958952020684,christian,christian,0.3031480697755282,-1.0603847980823167,-0.8323515842181243,non_christian,non_christian,0.8972184491603487,2.134167432785034,2.1666934951009345,christian,christian,0.9461586798771818,2.9416594403216965,2.8663690882944897,christian,christian
MQDQ-617,hymni,Marius Victorinus,356,362,poetry,lat_0362_MQDQ-617.txt,6291,6291,984,984,48,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.45635631150925743,-0.17502015858706726,non_christian,non_christian,0.9796048551132539,9.09918370787596,3.8718524045089273,christian,christian,0.9870150645171766,4.2687458992004395,4.330895425742701,christian,christian,0.9976185721811782,6.1083867401307845,6.037670779378488,christian,christian
MQDQ-592,griphus ternarii numeri,"Ausonius, Decimus Magnus",368,368,poetry,lat_0352_MQDQ-592.txt,4064,4064,603,603,49,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.4240384284136834,-0.3062168582981312,non_christian,non_christian,0.39730859454445683,-0.16269371649188338,-0.41669200535059664,non_christian,christian,0.04632631439463067,-2.986079216003418,-3.0246114192031577,non_christian,non_christian,0.01498568584698419,-4.100098413941789,-4.185560704579097,non_christian,non_christian
MQDQ-581,uersus Paschales,"Ausonius, Decimus Magnus",368,368,poetry,lat_0352_MQDQ-581.txt,1311,1311,199,199,50,NA,full_fit,0.999999999999999,34.53957599234088,christian,christian,0.446699344493146,-0.2140157737118232,non_christian,non_christian,0.4909015542857774,0.6586195246898005,-0.036397800641476935,christian,christian,0.8115199047010847,1.43706476688385,1.4599165088548525,christian,christian,0.9300172486355828,2.6626477194778673,2.5869543302893914,christian,christian
MQDQ-595,cento nuptialis,"Ausonius, Decimus Magnus",368,369,poetry,lat_0352_MQDQ-595.txt,5800,5800,900,900,51,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.43750278769880213,-0.25130310049696797,non_christian,non_christian,0.2362948543498991,-1.7962948089710524,-1.1731013716265835,non_christian,non_christian,0.06497555708847995,-2.632930278778076,-2.666561516717898,non_christian,non_christian,0.004625639256346557,-5.284331394093857,-5.371504329349095,non_christian,non_christian
IT-LAT0115,Breviarium ab Urbe condita,Eutropius,369,370,prose,lat_0350_IT-LAT0115.txt,126093,126093,18587,18587,52,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.1181528567686737,-2.010039551485048,non_christian,non_christian,2.9851069110314262e-5,-21.765025490463966,-10.419260051161451,non_christian,non_christian,0.04407621867402443,-3.0375118255615234,-3.0767578053186884,non_christian,non_christian,0.022537739534068606,-3.6849059281252314,-3.7697684661773887,non_christian,non_christian
MQDQ-593,Mosella,"Ausonius, Decimus Magnus",371,371,poetry,lat_0352_MQDQ-593.txt,20288,20288,3035,3035,53,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.3638986783910219,-0.5584823885375814,non_christian,non_christian,0.1494912801408628,-3.0175827308406133,-1.7385966000975153,non_christian,non_christian,0.04488134312982767,-3.018826723098755,-3.057813392892346,non_christian,non_christian,0.004384534266238454,-5.338027195186795,-5.425277694937098,non_christian,non_christian
IT-LAT0574,De Bissula,"Ausonius, Decimus Magnus",371,372,poetry,lat_0385_IT-LAT0574.txt,2434,2434,358,358,54,NA,full_fit,4.096687896069763e-12,-26.220842298911748,non_christian,non_christian,0.4289055542789786,-0.28631785854821123,non_christian,non_christian,0.4034959785210315,-0.10703330742530692,-0.3909194621376036,non_christian,christian,0.12831628818986424,-1.8925718069076538,-1.9159284247989723,non_christian,non_christian,0.049309917872324895,-2.8753697391332484,-2.9590628884351102,non_christian,non_christian
IT-LAT0286,Testamentum porcelli,[Auctor incertus],325,375,prose,lat_0350_IT-LAT0286.txt,1951,1951,288,288,55,non_christian,oof,0.9090192758642517,2.3017186381287056,non_christian,non_christian,0.45997430462381245,-0.16044609404672414,non_christian,non_christian,0.3736414045880291,-0.2159966413824913,-0.5166265170144466,non_christian,christian,0.6360220464066734,0.5138347744941711,0.5581399281495879,christian,christian,0.7053285309542704,0.6015081317246366,0.8728026241177016,christian,christian
MQDQ-149,e Graecis conuersa,Iulius Valerius,337,375,poetry,lat_0338_MQDQ-149.txt,3272,3272,502,502,56,NA,full_fit,7.73760022654745e-4,-7.163474721169678,non_christian,non_christian,0.4364750917050086,-0.25548022535891574,non_christian,non_christian,0.3132218910858372,-0.9583352642771953,-0.7850993978981792,non_christian,non_christian,0.01321542680777259,-4.256898403167725,-4.313066906611957,non_christian,non_christian,0.0018652985992117204,-6.193980153140802,-6.2824670914511405,non_christian,non_christian
MQDQ-476,carmina epistulis inserta,Quintus Aurelius Symmachus,370,375,poetry,lat_0371_MQDQ-476.txt,1003,1003,149,149,57,NA,full_fit,1e-15,-34.538776394910684,non_christian,non_christian,0.4362860469894424,-0.2562488480226669,non_christian,non_christian,0.3522420780692296,-0.5784456247494518,-0.6091983882741555,non_christian,non_christian,0.05918114542959128,-2.7311532497406006,-2.766147616144564,non_christian,non_christian,0.010721363857771053,-4.438786123308258,-4.524737654084033,non_christian,non_christian
